Date,Time,Subsystem,Error Code,Error Text,Recovery Class,Major Function,Minor Function,Recommended Action,Root Cause,Times,Debug Text,Source File,
2019/08/30,10:24:19:074,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,167,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:24:16:964,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,166,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:24:14:854,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,165,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:24:12:744,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,164,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:24:10:634,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,163,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:24:08:524,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,162,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:24:06:414,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,161,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:24:04:304,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,160,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:24:02:194,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,159,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:24:00:084,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,158,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:23:57:974,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,157,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:23:55:864,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,156,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:23:53:754,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,155,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:23:51:653,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,154,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:23:49:543,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,153,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:23:47:433,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,152,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:23:45:323,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,151,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:23:43:213,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,150,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:23:41:103,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,149,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:23:38:993,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,148,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:23:36:883,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,147,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:23:34:773,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,146,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:23:32:663,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,145,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:23:30:553,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,144,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:23:28:443,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,143,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:23:26:333,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,142,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:23:24:223,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,141,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:23:22:113,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,140,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:23:20:003,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,139,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:23:17:893,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,138,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:23:15:783,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,137,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:23:13:673,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,136,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:23:11:563,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,135,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:23:09:453,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,134,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:23:07:343,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,133,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:23:05:242,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,132,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:23:03:132,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,131,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:23:01:022,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,130,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:22:58:912,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,129,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:22:56:802,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,128,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:22:54:692,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,127,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:22:52:582,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,126,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:22:50:472,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,125,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:22:48:362,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,124,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:22:46:252,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,123,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:22:44:142,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,122,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:22:42:032,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,121,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:22:39:922,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,120,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:22:37:812,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,119,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:22:35:702,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,118,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:22:33:592,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,117,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:22:31:482,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,116,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:22:29:372,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,115,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:22:27:262,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,114,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:22:25:152,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,113,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:22:23:042,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,112,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:22:20:932,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,111,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:22:18:831,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,110,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:22:16:721,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,109,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:22:14:611,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,108,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:22:12:501,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,107,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:22:10:391,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,106,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:22:08:281,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,105,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:22:06:171,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,104,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:22:04:061,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,103,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:22:01:951,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,102,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:21:59:841,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,101,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:21:57:731,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,100,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:21:55:621,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,99,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:21:53:511,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,98,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:21:51:401,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,97,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:21:49:291,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,96,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:21:47:181,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,95,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:21:45:071,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,94,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:21:42:961,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,93,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:21:40:851,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,92,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:21:38:741,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,91,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:21:36:631,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,90,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:21:34:521,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,89,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:21:32:420,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,88,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:21:30:310,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,87,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:21:28:200,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,86,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:21:26:090,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,85,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:21:23:980,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,84,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:21:21:870,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,83,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:21:19:760,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,82,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:21:17:650,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,81,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:21:15:540,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,80,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:21:13:430,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,79,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:21:11:320,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,78,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:21:09:210,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,77,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:21:07:100,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,76,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:21:04:990,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,75,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:21:02:880,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,74,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:21:00:770,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,73,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:20:58:660,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,72,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:20:56:550,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,71,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:20:54:440,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,70,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:20:52:330,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,69,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:20:50:220,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,68,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:20:48:110,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,67,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:20:46:009,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,66,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:20:43:899,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,65,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:20:41:789,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,64,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:20:39:679,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,63,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:20:37:569,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,62,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:20:35:459,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,61,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:20:33:349,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,60,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:20:31:239,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,59,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:20:29:129,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,58,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:20:27:019,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,57,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
2019/08/30,10:20:24:909,RTA,1000101, Front: Software recoverable Problem,AR, XRImChainPos, control, Frt_Software_Problem,0,56,[XRImChainPos::logTifError] code=18 debugText=(GebDriver local error code = 5 , error number = 0),XRPAtlasLogger.cpp,114,
